TMZDIFF,WRITETIME,Node,Timestamp,CEC_name,CEC_Mfg,CEC_Model,CEC_SN,State,Num_Partitions,CPU_Total,CPU_allocated,CPU_unallocated,Total_Shared_CPUs,Total_Mem_MB,Allocated_Mem_MB,Unallocated_Mem_MB,Num_proc_pools,Num_mem_pools,CPU_Units_Used,CPU_Used_Pct,Firmware_Version,Dedicated_CPU_Units_Used,Dedicated_CPU_Used_Pct,Shared_CPU_Units_Used,Shared_CPU_Used_Pct,Sample_Timestamp,Sample_Interval,ICDIS,IMDIS,IPDIS,Subnode_MSN,Total_Installed_CPUs,Total_Installed_Memory_MB
21600,1170103000042003,pshmc11:aixdc148:PH,1170103000041000,P550CEC34-R617-SN101B6F6,IBM,8204-E8A,101B6F6,0,1,4,4,0,0,32768,32768,0,0,0,0.14,3.4,"143,01EL350",0.14,3.4,0,0,2017-01-02 23:40:14 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6F6:SVR,4,32768
21600,1170103000042004,pshmc11:aixdc148:PH,1170103000041000,P550CEC36-R616-SN101B716,IBM,8204-E8A,101B716,0,1,4,4,0,0,32768,32768,0,0,0,0.32,7.9,"143,01EL350",0.32,7.9,0,0,2017-01-02 23:40:13 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B716:SVR,4,32768
21600,1170103000042005,pshmc11:aixdc148:PH,1170103000041000,P550CEC30-R616-SN101B6B6,IBM,8204-E8A,101B6B6,0,1,4,4,0,0,32768,32768,0,0,0,0.06,1.4,"143,01EL350",0.06,1.4,0,0,2017-01-02 23:40:14 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6B6:SVR,4,32768
21600,1170103000042006,pshmc11:aixdc148:PH,1170103000041000,P550CEC32-R617-SN101B6D6,IBM,8204-E8A,101B6D6,0,1,4,4,0,0,32768,32768,0,0,0,1.02,25.5,"143,01EL350",1.02,25.5,0,0,2017-01-02 23:40:13 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6D6:SVR,4,32768
21600,1170103004525006,pshmc10:aixdc148:PH,1170103004524000,P550CEC32-R617-SN101B6D6,IBM,8204-E8A,101B6D6,0,1,4,4,0,0,32768,32768,0,0,0,0.29,7.3,"143,01EL350",0.29,7.3,0,0,2017-01-03 00:35:33 GMT-06:00,300,1,1,1,PH:pshmc10-8204-E8A_101B6D6:SVR,4,32768
21600,1170103000042000,pshmc11:aixdc148:PH,1170103000041000,P550CEC31-R617-SN101B6C6,IBM,8204-E8A,101B6C6,0,1,4,4,0,0,32768,32768,0,0,0,0.26,6.5,"143,01EL350",0.26,6.5,0,0,2017-01-02 23:40:14 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6C6:SVR,4,32768
21600,1170103001542003,pshmc11:aixdc148:PH,1170103001541000,P550CEC32-R617-SN101B6D6,IBM,8204-E8A,101B6D6,0,1,4,4,0,0,32768,32768,0,0,0,0.31,7.9,"143,01EL350",0.31,7.9,0,0,2017-01-03 00:00:02 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6D6:SVR,4,32768
21600,1170103001542004,pshmc11:aixdc148:PH,1170103001541000,P550CEC31-R617-SN101B6C6,IBM,8204-E8A,101B6C6,0,1,4,4,0,0,32768,32768,0,0,0,0.24,6,"143,01EL350",0.24,6,0,0,2017-01-02 23:55:19 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6C6:SVR,4,32768
21600,1170103001542005,pshmc11:aixdc148:PH,1170103001541000,P550CEC35-R617-SN101B706,IBM,8204-E8A,101B706,0,1,4,4,0,0,32768,32768,0,0,0,1.32,33,"143,01EL350",1.32,33,0,0,2017-01-02 23:55:18 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B706:SVR,4,32768
21600,1170103001542006,pshmc11:aixdc148:PH,1170103001541000,P550CEC33-R617-SN101B6E6,IBM,8204-E8A,101B6E6,0,1,4,4,0,0,32768,32768,0,0,0,0.16,3.9,"143,01EL350",0.16,3.9,0,0,2017-01-02 23:55:18 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6E6:SVR,4,32768
21600,1170103003042000,pshmc11:aixdc148:PH,1170103003041000,P550CEC30-R616-SN101B6B6,IBM,8204-E8A,101B6B6,0,1,4,4,0,0,32768,32768,0,0,0,0.05,1.4,"143,01EL350",0.05,1.4,0,0,2017-01-03 00:10:22 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6B6:SVR,4,32768
21600,1170103001542000,pshmc11:aixdc148:PH,1170103001541000,P550CEC36-R616-SN101B716,IBM,8204-E8A,101B716,0,1,4,4,0,0,32768,32768,0,0,0,0.59,14.7,"143,01EL350",0.59,14.7,0,0,2017-01-02 23:55:18 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B716:SVR,4,32768
21600,1170103001542001,pshmc11:aixdc148:PH,1170103001541000,P550CEC30-R616-SN101B6B6,IBM,8204-E8A,101B6B6,0,1,4,4,0,0,32768,32768,0,0,0,0.13,3.3,"143,01EL350",0.13,3.3,0,0,2017-01-02 23:55:19 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6B6:SVR,4,32768
21600,1170103001542002,pshmc11:aixdc148:PH,1170103001541000,P550CEC34-R617-SN101B6F6,IBM,8204-E8A,101B6F6,0,1,4,4,0,0,32768,32768,0,0,0,0.15,3.9,"143,01EL350",0.15,3.9,0,0,2017-01-02 23:55:18 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6F6:SVR,4,32768
21600,1170103003042005,pshmc11:aixdc148:PH,1170103003041000,P550CEC36-R616-SN101B716,IBM,8204-E8A,101B716,0,1,4,4,0,0,32768,32768,0,0,0,0.32,8,"143,01EL350",0.32,8,0,0,2017-01-03 00:10:21 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B716:SVR,4,32768
21600,1170103003042006,pshmc11:aixdc148:PH,1170103003041000,P550CEC35-R617-SN101B706,IBM,8204-E8A,101B706,0,1,4,4,0,0,32768,32768,0,0,0,1.04,25.9,"143,01EL350",1.04,25.9,0,0,2017-01-03 00:10:21 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B706:SVR,4,32768
21600,1170103004542000,pshmc11:aixdc148:PH,1170103004541000,P550CEC32-R617-SN101B6D6,IBM,8204-E8A,101B6D6,0,1,4,4,0,0,32768,32768,0,0,0,0.3,7.5,"143,01EL350",0.3,7.5,0,0,2017-01-03 00:30:26 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6D6:SVR,4,32768
21600,1170103004542001,pshmc11:aixdc148:PH,1170103004541000,P550CEC31-R617-SN101B6C6,IBM,8204-E8A,101B6C6,0,1,4,4,0,0,32768,32768,0,0,0,0.22,5.4,"143,01EL350",0.22,5.4,0,0,2017-01-03 00:25:26 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6C6:SVR,4,32768
21600,1170103003042001,pshmc11:aixdc148:PH,1170103003041000,P550CEC32-R617-SN101B6D6,IBM,8204-E8A,101B6D6,0,1,4,4,0,0,32768,32768,0,0,0,0.3,7.6,"143,01EL350",0.3,7.6,0,0,2017-01-03 00:15:22 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6D6:SVR,4,32768
21600,1170103003042002,pshmc11:aixdc148:PH,1170103003041000,P550CEC33-R617-SN101B6E6,IBM,8204-E8A,101B6E6,0,1,4,4,0,0,32768,32768,0,0,0,0.13,3.2,"143,01EL350",0.13,3.2,0,0,2017-01-03 00:10:21 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6E6:SVR,4,32768
21600,1170103003042003,pshmc11:aixdc148:PH,1170103003041000,P550CEC31-R617-SN101B6C6,IBM,8204-E8A,101B6C6,0,1,4,4,0,0,32768,32768,0,0,0,0.22,5.4,"143,01EL350",0.22,5.4,0,0,2017-01-03 00:10:22 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6C6:SVR,4,32768
21600,1170103003042004,pshmc11:aixdc148:PH,1170103003041000,P550CEC34-R617-SN101B6F6,IBM,8204-E8A,101B6F6,0,1,4,4,0,0,32768,32768,0,0,0,0.14,3.4,"143,01EL350",0.14,3.4,0,0,2017-01-03 00:10:21 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6F6:SVR,4,32768
21600,1170103000046000,pshmc01:aixdc148:PH,1170103000045000,P740CEC15-R642-SN10D785R,IBM,8205-E6C,10D785R,0,1,16,10,6,10,65536,33280,32256,1,0,0.07,0.4,"159,01AL740",0,0,0.07,0.4,2017-01-02 23:59:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_10D785R:SVR,16,65536
21600,1170103000046001,pshmc01:aixdc148:PH,1170103000045000,P770CEC16-R651-SN105A4E7-VF3,IBM,9117-MMD,105A4E7,0,36,32,32,0,32,2097152,1006592,1090560,1,0,11.11,34.7,"78,01AM760",0,0,11.11,34.7,2017-01-02 23:59:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_105A4E7:SVR,32,2097152
21600,1170103000046002,pshmc01:aixdc148:PH,1170103000045000,P740CEC14-R630-SN10D787R,IBM,8205-E6C,10D787R,0,1,16,10,6,10,65536,33280,32256,1,0,1.86,11.6,"159,01AL740",0,0,1.86,11.6,2017-01-02 23:59:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_10D787R:SVR,16,65536
21600,1170103004542002,pshmc11:aixdc148:PH,1170103004541000,P550CEC30-R616-SN101B6B6,IBM,8204-E8A,101B6B6,0,1,4,4,0,0,32768,32768,0,0,0,0.05,1.4,"143,01EL350",0.05,1.4,0,0,2017-01-03 00:25:26 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6B6:SVR,4,32768
21600,1170103004542003,pshmc11:aixdc148:PH,1170103004541000,P550CEC33-R617-SN101B6E6,IBM,8204-E8A,101B6E6,0,1,4,4,0,0,32768,32768,0,0,0,0.13,3.2,"143,01EL350",0.13,3.2,0,0,2017-01-03 00:25:26 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6E6:SVR,4,32768
21600,1170103004542004,pshmc11:aixdc148:PH,1170103004541000,P550CEC34-R617-SN101B6F6,IBM,8204-E8A,101B6F6,0,1,4,4,0,0,32768,32768,0,0,0,0.13,3.4,"143,01EL350",0.13,3.4,0,0,2017-01-03 00:25:26 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B6F6:SVR,4,32768
21600,1170103004542005,pshmc11:aixdc148:PH,1170103004541000,P550CEC35-R617-SN101B706,IBM,8204-E8A,101B706,0,1,4,4,0,0,32768,32768,0,0,0,1.02,25.5,"143,01EL350",1.02,25.5,0,0,2017-01-03 00:25:25 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B706:SVR,4,32768
21600,1170103004542006,pshmc11:aixdc148:PH,1170103004541000,P550CEC36-R616-SN101B716,IBM,8204-E8A,101B716,0,1,4,4,0,0,32768,32768,0,0,0,0.3,7.6,"143,01EL350",0.3,7.6,0,0,2017-01-03 00:25:25 GMT-06:00,300,1,1,1,PH:pshmc11-8204-E8A_101B716:SVR,4,32768
21600,1170103000046009,pshmc01:aixdc148:PH,1170103000045000,P770CEC15-R648-SN105A4F7-VF3,IBM,9117-MMD,105A4F7,0,38,32,32,0,32,2097152,1125376,971776,1,0,6.31,19.7,"68,01AM760",0,0,6.31,19.7,2017-01-02 23:59:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_105A4F7:SVR,32,2097152
21600,1170103000046010,pshmc01:aixdc148:PH,1170103000045000,P770CEC14-R647-SN063DE97-VF3,IBM,9117-MMD,063DE97,0,32,32,30.7,1.3,31,1048576,1043200,5376,1,0,10.68,33.4,"75,01AM780",0,0,10.68,33.4,2017-01-02 23:59:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_063DE97:SVR,32,1048576
21600,1170103000046003,pshmc01:aixdc148:PH,1170103000045000,P740CEC21-R647-SN10B3DDT,IBM,8205-E6D,10B3DDT,0,1,12,12,0,12,65536,65536,0,1,0,3.56,29.7,"52,01AL770",0,0,3.56,29.7,2017-01-02 23:52:48 GMT-06:00,300,1,1,1,PH:pshmc01-8205-E6D_10B3DDT:SVR,12,65536
21600,1170103000046004,pshmc01:aixdc148:PH,1170103000045000,P770CEC10-R642-SN102D017,IBM,9117-MMC,102D017,0,2,23,23,0,23,110592,110080,512,1,0,2.88,12.5,"109,01AM770",0,0,2.88,12.5,2017-01-02 23:59:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMC_102D017:SVR,32,131072
21600,1170103000046005,pshmc01:aixdc148:PH,1170103000045000,P740CEC20-R646-SN10B3DCT,IBM,8205-E6D,10B3DCT,0,1,12,12,0,12,65536,65536,0,1,0,3.29,27.4,"52,01AL770",0,0,3.29,27.4,2017-01-02 23:52:48 GMT-06:00,300,1,1,1,PH:pshmc01-8205-E6D_10B3DCT:SVR,12,65536
21600,1170103000046006,pshmc01:aixdc148:PH,1170103000045000,P740CEC16-R630-SN0605B8T,IBM,8205-E6C,0605B8T,0,1,16,8,8,8,131072,78080,52992,1,0,1.23,7.7,"152,01AL740",0,0,1.23,7.7,2017-01-02 23:59:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_0605B8T:SVR,16,131072
21600,1170103000046007,pshmc01:aixdc148:PH,1170103000045000,P740CEC17-R642-SN0605B7T,IBM,8205-E6C,0605B7T,0,7,16,4.5,11.5,5,131072,70144,60928,1,0,1.13,7,"100,01AL740",0,0,1.13,7,2017-01-02 23:59:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_0605B7T:SVR,16,131072
21600,1170103000046008,pshmc01:aixdc148:PH,1170103000045000,P770CEC09-R630-SN102D027,IBM,9117-MMC,102D027,0,2,23,23,0,23,110592,110080,512,1,0,0.16,0.7,"109,01AM770",0,0,0.16,0.7,2017-01-02 23:59:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMC_102D027:SVR,32,131072
21600,1170103001546007,pshmc01:aixdc148:PH,1170103001545000,P740CEC20-R646-SN10B3DCT,IBM,8205-E6D,10B3DCT,0,1,12,12,0,12,65536,65536,0,1,0,4.26,35.5,"52,01AL770",0,0,4.26,35.5,2017-01-03 00:12:48 GMT-06:00,300,1,1,1,PH:pshmc01-8205-E6D_10B3DCT:SVR,12,65536
21600,1170103001546000,pshmc01:aixdc148:PH,1170103001545000,P770CEC16-R651-SN105A4E7-VF3,IBM,9117-MMD,105A4E7,0,36,32,32,0,32,2097152,1006592,1090560,1,0,10.63,33.2,"78,01AM760",0,0,10.63,33.2,2017-01-03 00:14:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_105A4E7:SVR,32,2097152
21600,1170103001546001,pshmc01:aixdc148:PH,1170103001545000,P740CEC21-R647-SN10B3DDT,IBM,8205-E6D,10B3DDT,0,1,12,12,0,12,65536,65536,0,1,0,3.86,32.1,"52,01AL770",0,0,3.86,32.1,2017-01-03 00:12:48 GMT-06:00,300,1,1,1,PH:pshmc01-8205-E6D_10B3DDT:SVR,12,65536
21600,1170103001546002,pshmc01:aixdc148:PH,1170103001545000,P740CEC17-R642-SN0605B7T,IBM,8205-E6C,0605B7T,0,7,16,4.5,11.5,5,131072,70144,60928,1,0,1.07,6.7,"100,01AL740",0,0,1.07,6.7,2017-01-03 00:14:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_0605B7T:SVR,16,131072
21600,1170103001546003,pshmc01:aixdc148:PH,1170103001545000,P770CEC10-R642-SN102D017,IBM,9117-MMC,102D017,0,2,23,23,0,23,110592,110080,512,1,0,3.29,14.3,"109,01AM770",0,0,3.29,14.3,2017-01-03 00:14:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMC_102D017:SVR,32,131072
21600,1170103001546004,pshmc01:aixdc148:PH,1170103001545000,P740CEC16-R630-SN0605B8T,IBM,8205-E6C,0605B8T,0,1,16,8,8,8,131072,78080,52992,1,0,1.33,8.3,"152,01AL740",0,0,1.33,8.3,2017-01-03 00:14:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_0605B8T:SVR,16,131072
21600,1170103001546005,pshmc01:aixdc148:PH,1170103001545000,P770CEC14-R647-SN063DE97-VF3,IBM,9117-MMD,063DE97,0,32,32,30.7,1.3,31,1048576,1043200,5376,1,0,14.38,44.9,"75,01AM780",0,0,14.38,44.9,2017-01-03 00:14:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_063DE97:SVR,32,1048576
21600,1170103001546006,pshmc01:aixdc148:PH,1170103001545000,P740CEC15-R642-SN10D785R,IBM,8205-E6C,10D785R,0,1,16,10,6,10,65536,33280,32256,1,0,0.06,0.4,"159,01AL740",0,0,0.06,0.4,2017-01-03 00:14:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_10D785R:SVR,16,65536
21600,1170103001546008,pshmc01:aixdc148:PH,1170103001545000,P770CEC09-R630-SN102D027,IBM,9117-MMC,102D027,0,2,23,23,0,23,110592,110080,512,1,0,0.17,0.7,"109,01AM770",0,0,0.17,0.7,2017-01-03 00:14:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMC_102D027:SVR,32,131072
21600,1170103001546009,pshmc01:aixdc148:PH,1170103001545000,P770CEC15-R648-SN105A4F7-VF3,IBM,9117-MMD,105A4F7,0,38,32,32,0,32,2097152,1125376,971776,1,0,6.96,21.8,"68,01AM760",0,0,6.96,21.8,2017-01-03 00:14:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_105A4F7:SVR,32,2097152
21600,1170103001546010,pshmc01:aixdc148:PH,1170103001545000,P740CEC14-R630-SN10D787R,IBM,8205-E6C,10D787R,0,1,16,10,6,10,65536,33280,32256,1,0,1.21,7.6,"159,01AL740",0,0,1.21,7.6,2017-01-03 00:14:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_10D787R:SVR,16,65536
21600,1170103003046000,pshmc01:aixdc148:PH,1170103003045000,P770CEC15-R648-SN105A4F7-VF3,IBM,9117-MMD,105A4F7,0,38,32,32,0,32,2097152,1125376,971776,1,0,8.36,26.1,"68,01AM760",0,0,8.36,26.1,2017-01-03 00:29:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_105A4F7:SVR,32,2097152
21600,1170103003046001,pshmc01:aixdc148:PH,1170103003045000,P740CEC16-R630-SN0605B8T,IBM,8205-E6C,0605B8T,0,1,16,8,8,8,131072,78080,52992,1,0,0.29,1.8,"152,01AL740",0,0,0.29,1.8,2017-01-03 00:29:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_0605B8T:SVR,16,131072
21600,1170103003046002,pshmc01:aixdc148:PH,1170103003045000,P770CEC14-R647-SN063DE97-VF3,IBM,9117-MMD,063DE97,0,32,32,30.7,1.3,31,1048576,1043200,5376,1,0,15.81,49.4,"75,01AM780",0,0,15.81,49.4,2017-01-03 00:29:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_063DE97:SVR,32,1048576
21600,1170103003046003,pshmc01:aixdc148:PH,1170103003045000,P740CEC21-R647-SN10B3DDT,IBM,8205-E6D,10B3DDT,0,1,12,12,0,12,65536,65536,0,1,0,2.79,23.2,"52,01AL770",0,0,2.79,23.2,2017-01-03 00:27:48 GMT-06:00,300,1,1,1,PH:pshmc01-8205-E6D_10B3DDT:SVR,12,65536
21600,1170103003046004,pshmc01:aixdc148:PH,1170103003045000,P770CEC16-R651-SN105A4E7-VF3,IBM,9117-MMD,105A4E7,0,36,32,32,0,32,2097152,1006592,1090560,1,0,11.61,36.3,"78,01AM760",0,0,11.61,36.3,2017-01-03 00:29:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_105A4E7:SVR,32,2097152
21600,1170103003046005,pshmc01:aixdc148:PH,1170103003045000,P740CEC20-R646-SN10B3DCT,IBM,8205-E6D,10B3DCT,0,1,12,12,0,12,65536,65536,0,1,0,4.25,35.4,"52,01AL770",0,0,4.25,35.4,2017-01-03 00:27:48 GMT-06:00,300,1,1,1,PH:pshmc01-8205-E6D_10B3DCT:SVR,12,65536
21600,1170103003046006,pshmc01:aixdc148:PH,1170103003045000,P740CEC14-R630-SN10D787R,IBM,8205-E6C,10D787R,0,1,16,10,6,10,65536,33280,32256,1,0,1.13,7,"159,01AL740",0,0,1.13,7,2017-01-03 00:29:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_10D787R:SVR,16,65536
21600,1170103003046007,pshmc01:aixdc148:PH,1170103003045000,P770CEC10-R642-SN102D017,IBM,9117-MMC,102D017,0,2,23,23,0,23,110592,110080,512,1,0,2.74,11.9,"109,01AM770",0,0,2.74,11.9,2017-01-03 00:29:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMC_102D017:SVR,32,131072
21600,1170103003046008,pshmc01:aixdc148:PH,1170103003045000,P770CEC09-R630-SN102D027,IBM,9117-MMC,102D027,0,2,23,23,0,23,110592,110080,512,1,0,0.17,0.8,"109,01AM770",0,0,0.17,0.8,2017-01-03 00:29:48 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMC_102D027:SVR,32,131072
21600,1170103003046009,pshmc01:aixdc148:PH,1170103003045000,P740CEC17-R642-SN0605B7T,IBM,8205-E6C,0605B7T,0,7,16,4.5,11.5,5,131072,70144,60928,1,0,1.25,7.8,"100,01AL740",0,0,1.25,7.8,2017-01-03 00:29:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_0605B7T:SVR,16,131072
21600,1170103003046010,pshmc01:aixdc148:PH,1170103003045000,P740CEC15-R642-SN10D785R,IBM,8205-E6C,10D785R,0,1,16,10,6,10,65536,33280,32256,1,0,0.06,0.4,"159,01AL740",0,0,0.06,0.4,2017-01-03 00:29:48 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_10D785R:SVR,16,65536
21600,1170103004546000,pshmc01:aixdc148:PH,1170103004545000,P740CEC20-R646-SN10B3DCT,IBM,8205-E6D,10B3DCT,0,1,12,12,0,12,65536,65536,0,1,0,3.27,27.2,"52,01AL770",0,0,3.27,27.2,2017-01-03 00:37:49 GMT-06:00,300,1,1,1,PH:pshmc01-8205-E6D_10B3DCT:SVR,12,65536
21600,1170103004546001,pshmc01:aixdc148:PH,1170103004545000,P770CEC16-R651-SN105A4E7-VF3,IBM,9117-MMD,105A4E7,0,36,32,32,0,32,2097152,1006592,1090560,1,0,10.92,34.1,"78,01AM760",0,0,10.92,34.1,2017-01-03 00:43:49 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_105A4E7:SVR,32,2097152
21600,1170103004546003,pshmc01:aixdc148:PH,1170103004545000,P770CEC10-R642-SN102D017,IBM,9117-MMC,102D017,0,2,23,23,0,23,110592,110080,512,1,0,2.97,12.9,"109,01AM770",0,0,2.97,12.9,2017-01-03 00:43:49 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMC_102D017:SVR,32,131072
21600,1170103004546004,pshmc01:aixdc148:PH,1170103004545000,P770CEC14-R647-SN063DE97-VF3,IBM,9117-MMD,063DE97,0,32,32,30.7,1.3,31,1048576,1043200,5376,1,0,13.54,42.3,"75,01AM780",0,0,13.54,42.3,2017-01-03 00:43:49 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_063DE97:SVR,32,1048576
21600,1170103004546005,pshmc01:aixdc148:PH,1170103004545000,P770CEC09-R630-SN102D027,IBM,9117-MMC,102D027,0,2,23,23,0,23,110592,110080,512,1,0,0.16,0.7,"109,01AM770",0,0,0.16,0.7,2017-01-03 00:43:49 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMC_102D027:SVR,32,131072
21600,1170103004546006,pshmc01:aixdc148:PH,1170103004545000,P740CEC21-R647-SN10B3DDT,IBM,8205-E6D,10B3DDT,0,1,12,12,0,12,65536,65536,0,1,0,2.32,19.3,"52,01AL770",0,0,2.32,19.3,2017-01-03 00:37:49 GMT-06:00,300,1,1,1,PH:pshmc01-8205-E6D_10B3DDT:SVR,12,65536
21600,1170103004546007,pshmc01:aixdc148:PH,1170103004545000,P740CEC14-R630-SN10D787R,IBM,8205-E6C,10D787R,0,1,16,10,6,10,65536,33280,32256,1,0,2.85,17.8,"159,01AL740",0,0,2.85,17.8,2017-01-03 00:43:49 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_10D787R:SVR,16,65536
21600,1170103004546008,pshmc01:aixdc148:PH,1170103004545000,P740CEC15-R642-SN10D785R,IBM,8205-E6C,10D785R,0,1,16,10,6,10,65536,33280,32256,1,0,0.12,0.8,"159,01AL740",0,0,0.12,0.8,2017-01-03 00:43:49 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_10D785R:SVR,16,65536
21600,1170103004546009,pshmc01:aixdc148:PH,1170103004545000,P770CEC15-R648-SN105A4F7-VF3,IBM,9117-MMD,105A4F7,0,38,32,32,0,32,2097152,1125376,971776,1,0,6.56,20.5,"68,01AM760",0,0,6.56,20.5,2017-01-03 00:43:49 GMT-06:00,60,1,1,1,PH:pshmc01-9117-MMD_105A4F7:SVR,32,2097152
21600,1170103004546002,pshmc01:aixdc148:PH,1170103004545000,P740CEC17-R642-SN0605B7T,IBM,8205-E6C,0605B7T,0,7,16,4.5,11.5,5,131072,70144,60928,1,0,0.61,3.8,"100,01AL740",0,0,0.61,3.8,2017-01-03 00:43:49 GMT-06:00,60,1,1,1,PH:pshmc01-8205-E6C_0605B7T:SVR,16,131072
21600,1170103004532001,pshmc03:aixdc148:PH,1170103004531000,P550CEC6-R155-SN10D987E,IBM,9113-550,10D987E,4,0,0,0,0,0,0,0,0,0,0,-1,-1,"unavailable,unavailable",-1,-1,-1,-1,NoSamples,-1,1,1,0,PH:pshmc03-9113-550_10D987E:SVR,-1,-1
21600,1170103004532002,pshmc03:aixdc148:PH,1170103004531000,P55ACEC7-R155-SN10BCC4G,IBM,9133-55A,10BCC4G,0,1,4,2,2,2,24576,6720,17856,0,0,0.05,1.3,"358,01SF240",0,0,0.05,1.3,2017-01-03 00:40:36 GMT-06:00,300,1,1,1,PH:pshmc03-9133-55A_10BCC4G:SVR,4,24576
21600,1170103004532003,pshmc03:aixdc148:PH,1170103004531000,P550CEC15-R164-SN06C4EFA,IBM,9113-550,06C4EFA,0,2,4,4,0,4,16384,16384,0,0,0,0.14,3.5,"338,01SF240",0,0,0.14,3.5,2017-01-03 00:40:37 GMT-06:00,300,1,1,1,PH:pshmc03-9113-550_06C4EFA:SVR,4,16384
21600,1170103010032000,pshmc03:aixdc148:PH,1170103010031000,P550CEC15-R164-SN06C4EFA,IBM,9113-550,06C4EFA,0,2,4,4,0,4,16384,16384,0,0,0,0.14,3.6,"338,01SF240",0,0,0.14,3.6,2017-01-03 00:55:50 GMT-06:00,300,1,1,1,PH:pshmc03-9113-550_06C4EFA:SVR,4,16384
21600,1170103010032001,pshmc03:aixdc148:PH,1170103010031000,P55ACEC6-R155-SN10BCC1G,IBM,9133-55A,10BCC1G,0,1,4,4,0,0,8192,8192,0,0,0,-1,-1,"358,01SF240",-1,-1,-1,-1,NoSamples,300,1,1,0,PH:pshmc03-9133-55A_10BCC1G:SVR,4,8192
21600,1170103010032002,pshmc03:aixdc148:PH,1170103010031000,P55ACEC7-R155-SN10BCC4G,IBM,9133-55A,10BCC4G,0,1,4,2,2,2,24576,6720,17856,0,0,0.05,1.2,"358,01SF240",0,0,0.05,1.2,2017-01-03 00:55:49 GMT-06:00,300,1,1,1,PH:pshmc03-9133-55A_10BCC4G:SVR,4,24576
